archivo,agente,saludo_presentacion,identificacion_cliente,deteccion_necesidades,oferta_productos,manejo_objeciones,cierre,despedida,proactividad,empatia,resolucion_problemas,puntaje_total,primer_plan_ofrecido,se_ofrecio_fibra,planes_mencionados,resumen,areas_mejora,fortalezas,fecha_evaluacion
amza22_1_260311115642763_ACD_29787_mejorado.json,amza22,100,100,80,50,0,0,100,0,50,0,38.0,,False,,"La agente se presenta correctamente e identifica al cliente, pero no profundiza en la detección de necesidades y no ofrece un plan específico. No intenta el cierre de la venta.","Detección de necesidades: Profundizar en el uso del celular para ofrecer un plan adecuado., Oferta de productos: Ofrecer planes y fibra directamente., Cierre de la venta: Intentar cerrar la venta, incluso si el cliente se niega.","Saludo y presentación adecuados., Identificación correcta del cliente., Despedida cordial.",2026-03-16T00:08:04.575656
amza22_1_260311125714588_ACD_23649_mejorado.json,amza22,10,10,0,0,0,0,0,0,0,0,2.0,,False,,"La llamada no cumple con los criterios mínimos de calidad. El agente no se presenta correctamente, no detecta necesidades, no ofrece productos, no maneja objeciones y no cierra la venta. No hay proactividad ni empatía.","Presentación y saludo., Detección de necesidades., Oferta de productos., Manejo de objeciones., Cierre de venta., Proactividad.",,2026-03-16T00:08:10.697063
amza22_1_260311132030334_MIT_01987_mejorado.json,amza22,0,100,100,0,0,100,100,0,0,0,40.0,plan de 4 GB,False,"4 GB, 8GB",El agente necesita mejorar la presentación y la oferta de fibra. El cierre y la identificación del cliente son correctos.,"Presentación, Oferta de productos (fibra)","Identificación del cliente, Cierre",2026-03-16T00:08:16.659347
amza22_1_260311133049396_ACD_02645_mejorado.json,amza22,10,70,10,0,0,0,70,0,40,0,20.0,,False,,"El agente no cumple con los criterios mínimos de la evaluación. No identifica al cliente correctamente, no detecta necesidades, no ofrece productos, no maneja objeciones y no realiza un cierre efectivo. La comunicación se centra en la imposibilidad de ofrecer fibra.","Identificación del cliente, Detección de necesidades, Oferta de productos, Manejo de objeciones, Cierre de venta",Despedida cordial,2026-03-16T00:08:23.290723
amza22_1_260311135331724_MIT_01989_mejorado.json,amza22,0,0,0,0,0,0,0,0,0,0,0.0,4 gigas,False,"4 gigas, 8","El agente no cumple con los criterios de evaluación. La llamada es una conversación informal sin presentación, identificación, detección de necesidades, oferta de productos, manejo de objeciones, cierre ni despedida adecuados. No hay empatía ni proactividad, y la queja no se resuelve.","Presentación y Saludo, Identificación del Cliente, Detección de Necesidades, Oferta de Productos, Manejo de Objeciones, Cierre de Ventas, Despedida, Proactividad en la Oferta, Empatía, Resolución de Problemas/Quejas",,2026-03-16T00:08:29.736252
amza22_1_260311145916790_ACD_03329_mejorado.json,amza22,100,100,0,100,0,100,100,0,100,0,60.0,"30 gigas base, más 10 gigas de regalo",False,"30 gigas base, más 10 gigas de regalo, 15 kilogramos base más dirección de regalo","El agente se presenta y ofrece planes, pero no detecta necesidades ni ofrece fibra.  Buen cierre y empatía.","Detección de necesidades, Ofrecer fibra","Saludo y presentación, Identificación del cliente, Oferta de productos, Cierre, Despedida, Empatía",2026-03-16T00:08:35.660465
amza22_1_260311165921768_ACD_08731_mejorado.json,amza22,0,100,0,0,0,0,0,0,0,0,0.0,,False,,"Llamada muy deficiente. El agente no se presenta correctamente, no detecta necesidades, no ofrece productos de manera efectiva, no maneja objeciones y no realiza un cierre. No muestra empatía.","Presentación y Saludo, Detección de Necesidades, Oferta de Productos, Manejo de Objeciones, Cierre, Empatía",Identificación del Cliente,2026-03-16T00:08:41.253937
amza22_1_260311172305036_ACD_25553_mejorado.json,amza22,0,0,0,0,0,0,100,0,50,0,25.0,,False,,"El agente no cumplió con los criterios mínimos de venta, no se presentó, no verificó datos del cliente ni ofreció productos.","Presentación y saludo., Identificación del cliente., Detección de necesidades., Oferta de productos., Manejo de objeciones., Cierre de la venta.",Despedida cordial.,2026-03-16T00:08:46.809789
amza22_1_260311173754911_ACD_30755_mejorado.json,amza22,0,100,50,70,70,0,100,50,70,100,51.0,14 GB,True,14 GB,El agente necesita mejorar la presentación y el cierre. La detección de necesidades es limitada y la proactividad puede ser mejorada. Destaca el manejo de objeciones y la resolución de problemas.,"Presentación, Cierre, Detección de necesidades, Proactividad","Identificación del cliente, Manejo de objeciones, Resolución de problemas",2026-03-16T00:08:53.415863
amza22_1_260311180949805_ACD_60047_mejorado.json,amza22,0,0,0,100,50,0,100,0,50,100,40.0,14 GB,False,14 GB,"El agente no se presenta correctamente, no identifica al cliente y no realiza una correcta detección de necesidades. Ofrece un plan directamente. No completa el cierre. La despedida es correcta.","Presentación y verificación de identidad., Detección de necesidades., Manejo de objeciones., Cierre de ventas., Empatía.","Ofrecimiento directo de productos., Despedida correcta.",2026-03-16T00:08:59.775676
amza22_1_260311181352306_ACD_65197_mejorado.json,amza22,0,100,20,0,50,0,100,0,20,20,21.0,,False,,"El agente no se presenta correctamente, no detecta necesidades, no ofrece productos, no realiza un cierre de venta efectivo y muestra poca proactividad. Intenta manejar las objeciones y muestra algo de empatía. La identificación y la despedida son correctas.","Presentación y oferta de valor., Detección de necesidades y personalización de la oferta., Cierre de ventas y manejo de objeciones., Proactividad en la oferta de productos.","Identificación del cliente., Despedida cordial.",2026-03-16T00:09:06.387722
amza22_1_260312103836944_ACD_38697_mejorado.json,amza22,0,0,0,0,0,0,0,0,0,0,0.0,8 gigas,False,8 gigas,"El agente no cumple con los criterios de evaluación. No se presenta correctamente, no identifica al cliente, no detecta necesidades, no realiza el cierre y no ofrece fibra.  No hay manejo de objeciones ni empatía.","Presentación, Identificación del cliente, Detección de necesidades, Cierre, Ofrecimiento de fibra, Empatía",,2026-03-16T00:09:12.060526
amza22_1_260312112957806_ACD_56227_mejorado.json,amza22,80,100,80,90,90,100,100,0,80,10,73.0,8 gigas base más 10 gigas de regalo,False,"8 gigas base más 10 gigas de regalo, 4 GB mas de regalo","El agente realizó una buena venta, presentando los planes de manera clara y completando el cierre. Debe mejorar en la presentación y ofrecer fibra.","Mejorar la frase de presentación inicial., Ofrecer fibra/internet hogar.","Buen manejo de objeciones., Cierre efectivo., Empatía.",2026-03-16T00:09:19.085933
amza22_1_260312120609755_ACD_44355_mejorado.json,amza22,100,100,70,100,80,80,100,80,100,0,81.0,8GB,True,"8GB, 14GB","La llamada fue positiva, con una correcta presentación, detección de necesidades, oferta de productos y manejo de objeciones. El agente logró un intento de cierre y se despidió correctamente.",Profundizar más en la detección de necesidades.,"Buen saludo y presentación., Correcta identificación del cliente., Ofrecimiento directo de productos., Manejo de objeciones., Intento de cierre., Empatía mostrada., Despedida profesional.",2026-03-16T00:09:25.435738
amza22_1_260312131843747_ACD_56095_mejorado.json,amza22,100,0,70,80,60,60,100,30,70,70,62.0,15 GB base más 10 GB de regalo,False,"15 GB base más 10 GB de regalo, 30 gigas más 10 de regalo","El agente se presenta correctamente y ofrece planes. Debe mejorar la identificación del cliente, el manejo de objeciones y el cierre. No ofrece fibra.","Identificación del cliente al inicio., Manejo de objeciones sobre precios y cobertura., Cierre de la venta., Ofrecer fibra.","Presentación del agente., Ofrecimiento de planes.",2026-03-16T00:09:32.190016
amza22_1_260312140330149_MIT_01944_mejorado.json,amza22,0,100,80,80,80,60,0,0,100,100,60.0,Plan de 15 gigas,False,"15 gigas, 30 gigas, 8 GB",El agente se identifica correctamente y realiza preguntas para detectar las necesidades del cliente. Ofrece planes de manera directa y maneja objeciones. El cierre no se completa. No ofrece fibra ni productos adicionales. Muestra empatía.,"Mejorar la presentación inicial., Completar el proceso de cierre y la despedida.","Identificación correcta del cliente., Buen manejo de objeciones., Demuestra empatía.",2026-03-16T00:09:38.438132
amza22_1_260312142952950_ACD_51133_mejorado.json,amza22,100,100,100,0,0,0,0,0,0,0,30.0,,False,,"El agente se presenta y verifica la identidad, pero no ofrece planes ni completa el cierre.","Ofrecer planes, Completar el proceso de cierre","Saludo y presentación correctos, Identificación del cliente",2026-03-16T00:09:43.735173
amza22_1_260312143923790_ACD_74717_mejorado.json,amza22,100,100,80,100,0,80,0,0,80,0,70.0,Plan de 15 GB,False,"Plan de 15 GB, Plan de 30 GB, Plan de 50 GB","La agente se presenta correctamente, identifica al cliente y ofrece planes de forma directa.  Inicia el proceso de cierre y muestra empatía.  No ofrece fibra y no se completa la despedida.","Completar el proceso de cierre, Ofrecer fibra","Buen saludo y presentación., Identificación correcta del cliente., Oferta de planes directa., Empatía.",2026-03-16T00:09:50.090402
amza22_1_260312145927975_ACD_23353_mejorado.json,amza22,0,0,0,0,0,0,0,0,0,0,0.0,,False,,"La llamada no cumplió con ningún criterio de evaluación. La conversación se desvió completamente a temas personales, sin abordar el motivo de la llamada.","Seguir el guion de ventas., Presentarse y verificar la identidad del cliente., Detectar las necesidades del cliente., Ofrecer productos y servicios de Movistar., Manejar objeciones., Cerrar la venta., Despedirse de manera profesional.",,2026-03-16T00:09:56.796440
amza22_1_260313103513998_ACD_54871_mejorado.json,amza22,100,100,100,100,0,0,100,0,0,0,50.0,15 chicas base + 10 chicas de regalo,False,"15 chicas base + 10 chicas de regalo, 30 y tendrías 30 gigas más 10",El agente se presenta y verifica la identidad.  Detecta necesidades y ofrece los planes directamente.  No hay cierre claro ni se ofrece fibra.  No se observa empatía.,"Completar el proceso de cierre., Ofrecer fibra., Mostrar empatía.","Saludo y presentación correctos., Identificación del cliente correcta., Detección de necesidades adecuada., Oferta directa de productos.",2026-03-16T00:10:02.611323
amza22_1_260313105547909_MIT_01995_mejorado.json,amza22,0,0,0,0,0,0,0,0,0,0,0.0,,False,,"La llamada no se ajusta a los protocolos de ventas. No se presenta, no identifica al cliente, no detecta necesidades, no ofrece productos, no maneja objeciones y no intenta un cierre.","Presentación y saludo., Identificación del cliente., Detección de necesidades., Oferta de productos., Manejo de objeciones., Cierre de venta.",,2026-03-16T00:10:08.101351
amza22_1_260313111208775_ACD_54111_mejorado.json,amza22,0,100,0,0,0,0,0,0,100,0,20.0,,False,,"El agente no cumple con los criterios de evaluación. No detecta necesidades, no ofrece productos, no maneja objeciones y no completa el cierre. Muestra empatía.","Detección de necesidades, Oferta de productos, Manejo de objeciones, Cierre, Proactividad",Empatía,2026-03-16T00:10:13.800020
amza22_1_260313113955135_ACD_39765_mejorado.json,amza22,0,100,50,100,100,100,100,0,50,100,60.0,pilán de 8 siglos,False,"8 gigas, 15, 18 gigas","El agente se presenta y verifica la identidad, pero no utiliza la frase correcta. Detecta las necesidades y ofrece planes, manejando las objeciones y cerrando la venta. La proactividad y empatía son áreas de mejora.","Usar frase correcta de presentación, Mostrar más empatía, Ofrecer productos adicionales.","Identificación del cliente, Manejo de objeciones, Cierre de la venta, Resolución de problemas",2026-03-16T00:10:20.228772
amza22_1_260313115346177_ACD_75887_mejorado.json,amza22,100,100,60,100,100,0,100,0,80,100,62.0,8 gigas,False,"8 gigas, 4 dias","El agente se presenta y verifica la identidad del cliente. Ofrece planes directamente y maneja una objeción, pero no concreta el cierre. No ofrece fibra.","Completar el proceso de cierre., Ofrecer proactivamente fibra y productos adicionales.","Saludo y presentación., Identificación del cliente., Manejo de objeciones.",2026-03-16T00:10:26.591237
amza22_1_260313132943230_ACD_72297_mejorado.json,amza22,0,0,0,0,0,0,0,0,0,0,0.0,,False,,La llamada no contiene ninguna de las acciones necesarias para una venta exitosa.,"Presentación, Identificación del cliente, Detección de necesidades, Oferta de productos, Cierre de venta, Despedida",,2026-03-16T00:10:31.825298
amza22_1_260313140348170_ACD_79415_mejorado.json,amza22,100,100,80,90,60,30,0,0,50,0,49.0,15 GB base más 10 GB de regal,False,"15 GB base más 10 GB de regal, 30 gigas de base más 10 de regalo","El agente se presentó correctamente y ofreció planes. Sin embargo, la conversación fue informal, el cierre no se completó y no hubo oferta de fibra. Necesita mejorar el manejo de objeciones y el proceso de cierre.","Manejo de objeciones, Cierre de ventas, Proactividad (ofrecer fibra y productos adicionales), Formalidad en la conversación","Presentación inicial, Oferta de planes",2026-03-16T00:10:38.178659
amza22_1_260313144148519_ACD_73077_mejorado.json,amza22,0,0,0,0,0,0,0,0,0,0,0.0,,False,"$6,000, $8,000","El agente no cumplió con los criterios de evaluación. No se presenta correctamente, no identifica al cliente, no detecta necesidades, no ofrece productos de forma adecuada, no maneja objeciones, no cierra la venta, no se despide correctamente, y no es proactivo. ","Presentación y Saludo, Identificación del Cliente, Detección de Necesidades, Oferta de Productos, Manejo de Objeciones, Cierre de Ventas, Despedida, Proactividad",,2026-03-16T00:10:44.466911
amza22_1_260313144717175_MIT_01995_mejorado.json,amza22,0,0,0,0,0,0,0,0,0,0,0.0,15 gigas base más 10 gigas de regalo,True,"15 gigas base más 10 gigas de regalo, 8 gigas base, más 10 gigas de regalo, 30 gigas","El agente no se presenta ni verifica la identidad. Ofrece los productos, pero le falta un cierre más claro. Muestra empatía con el cliente.","Identificación del cliente al inicio, Cierre de la venta, Saludo y despedida profesional","Ofrecimiento directo de planes y fibra, Empatía con el cliente",2026-03-16T00:10:51.361876
amza22_1_260314103151705_MIT_01997_mejorado.json,amza22,0,100,0,100,100,100,100,0,100,100,70.0,8 sigas base,False,"8 sigas base, 10 sigas de regalo",El agente cumplió con el cierre y validación de datos. Le falta mejorar la presentación inicial y proponer fibra.,Presentación inicial: mejorar el saludo y presentación.,"Identificación y validación de datos., Cierre efectivo y completo., Buen manejo de la conversación y empatía.",2026-03-16T00:10:57.755326
amza22_1_260314110300845_MIT_01994_mejorado.json,amza22,0,0,0,0,0,0,0,0,0,0,0.0,,False,,La conversación no corresponde a una interacción de venta. Se trata de un buzón de voz y problemas de conexión.,"Cumplir con los pasos del guion de ventas., Presentarse y saludar al cliente., Identificar al cliente., Detectar necesidades., Ofrecer productos y servicios de Movistar.",,2026-03-16T00:11:03.181942
amza22_1_260314112543384_ACD_37713_mejorado.json,amza22,0,0,0,0,0,0,0,0,0,0,0.0,,False,,"La llamada no cumple con los criterios de evaluación. No hay presentación, identificación, detección de necesidades, oferta de productos, manejo de objeciones, cierre ni despedida.","Presentación y saludo., Identificación del cliente., Detección de necesidades., Oferta de productos., Cierre de la venta.",,2026-03-16T00:11:08.528208
amza22_1_260314120022893_ACD_57723_mejorado.json,amza22,10,0,50,70,80,80,80,0,90,90,60.0,8 gigas,False,8 gigas,"El agente se presenta y ofrece un plan, aunque no de la manera correcta.  Realiza preguntas para detectar necesidades.  Maneja la objeción con empatía y busca cerrar la venta, pero no ofrece productos adicionales.","Identificación del cliente, Proactividad: Ofrecer fibra y otros productos adicionales","Manejo de objeciones, Empatía",2026-03-16T00:11:15.208670
amza22_1_260314121140282_ACD_63667_mejorado.json,amza22,0,0,0,0,0,0,0,0,0,0,0.0,,False,,"Llamada muy deficiente. El agente no se presenta correctamente, no identifica al cliente, no detecta necesidades, no ofrece productos ni fibra, no maneja objeciones y no cierra la venta. No hay empatía ni resolución de problemas.","Presentación y Saludo, Identificación del cliente, Detección de necesidades, Oferta de productos, Cierre de la venta, Proactividad",,2026-03-16T00:11:21.032960
amza22_1_260314130826566_ACD_83637_mejorado.json,amza22,100,100,100,100,0,0,100,0,100,100,70.0,14GB,False,14GB,"El agente se presenta correctamente, identifica al cliente, detecta necesidades y ofrece un plan. El cierre no se completa. No hubo objeciones.",Completar el proceso de cierre para concretar la venta.,"Buena presentación y detección de necesidades., Ofrece el plan de manera directa.",2026-03-16T00:11:26.719824
amza22_1_260314131331381_MIT_01994_mejorado.json,amza22,0,100,100,70,100,100,100,0,100,0,76.0,8 gigas base,False,8 gigas base,"El agente se identifica y realiza un cierre efectivo, pero no ofrece productos adicionales.",Ofrecer productos adicionales como fibra óptica.,"Identificación del cliente, Detección de necesidades, Manejo de objeciones, Cierre efectivo, Empatía",2026-03-16T00:11:33.007251
amza22_1_260314135519397_MIT_01997_mejorado.json,amza22,0,100,50,0,0,50,0,0,50,0,25.0,,False,,El agente no se presenta correctamente ni ofrece productos. Intenta un cierre incompleto al solicitar información para un descuento. La detección de necesidades es limitada y no se detectan objeciones. No muestra proactividad.,"Presentación y oferta de productos, Detección de necesidades, Cierre de ventas",Identificación inicial del cliente,2026-03-16T00:11:39.124833
amza22_1_260314142637121_ACD_16483_mejorado.json,amza22,100,100,70,100,80,90,100,100,70,0,80.0,Plan 8GB,True,"Plan 8GB, 300 megas, 600 megas, 1000 megas, 39 canales, 102 canales","El agente se presentó correctamente, ofreció fibra óptica y un plan para la línea móvil, y manejo las objeciones del cliente. Se identificaron algunas oportunidades de mejora en la detección de necesidades.",Profundizar en la detección de necesidades específicas para ofrecer un producto más personalizado.,"Presentación y ofrecimiento de productos., Manejo de objeciones., Cierre de la venta.",2026-03-16T00:11:45.613208
amza22_1_260314145606375_ACD_22927_mejorado.json,amza22,100,100,100,100,100,50,100,0,100,100,75.0,15 gigas,False,"15 gigas, 8 gigas","El agente se presenta correctamente, identifica al cliente y detecta sus necesidades. Ofrece planes claros y maneja objeciones. El cierre no es completamente efectivo, pero la despedida es cordial. No se ofrecen productos adicionales.",Mejorar el cierre de la venta.,"Buen saludo y presentación., Identificación del cliente., Detección de necesidades., Oferta de productos clara., Manejo de objeciones., Empatía., Despedida cordial.",2026-03-16T00:11:51.773581
amza23_1_260309103832998_ACD_31919_mejorado.json,amza23,0,100,0,0,0,0,100,0,0,0,20.0,,False,,El agente no se presenta correctamente ni detecta necesidades. No ofrece planes de manera adecuada ni completa el cierre. La identificación del cliente es correcta y se despide de forma cordial.,"Presentación y oferta de productos, Detección de necesidades, Cierre de venta","Identificación del cliente, Despedida",2026-03-16T00:11:57.703559
amza23_1_260309112723919_ACD_89913_mejorado.json,amza23,0,0,0,0,0,0,100,0,0,100,20.0,,False,,"El agente no cumplió con los criterios mínimos de la evaluación. No se presentó correctamente, no verificó la identidad del cliente, no detectó necesidades, no ofreció productos ni manejó objeciones. El cierre no se completó.","Presentación y saludo., Identificación del cliente., Detección de necesidades., Oferta de productos., Manejo de objeciones., Cierre de venta.",Despedida correcta.,2026-03-16T00:12:03.545782
amza23_1_260309113507371_ACD_12443_mejorado.json,amza23,0,100,50,70,30,20,100,0,50,0,32.0,16 gigas,False,"16 gigas, 8 GB, 20 GB, 12 gigas",El agente no cumple con los criterios de presentación y cierre. Manejo de objeciones mejorable. No ofrece fibra. La identificación del cliente es correcta.,"Presentación, Manejo de objeciones, Cierre, Proactividad","Identificación del cliente, Despedida",2026-03-16T00:12:09.817142
amza23_1_260309115308631_ACD_62653_mejorado.json,amza23,100,100,100,100,100,100,100,100,100,100,100.0,16 gigas,True,"16 gigas, 8 gigas, 300 megas de internet con 8 gigas","Excelente gestión de la llamada. El agente se presenta, identifica al cliente, detecta necesidades, ofrece productos de forma directa, maneja el cierre correctamente y se despide de manera cordial. Además, ofrece productos adicionales y muestra empatía con el cliente.",,"Buen saludo y presentación., Correcta identificación del cliente., Detección de necesidades efectiva., Oferta de productos directa y adecuada., Cierre completo y efectivo., Proactividad en la oferta de productos., Muestra de empatía con el cliente.",2026-03-16T00:12:15.910941
amza23_1_260309125741932_ACD_74143_mejorado.json,amza23,0,0,0,0,0,0,100,0,0,100,20.0,,False,8 gigas,"El agente no cumple con los criterios de evaluación. No se presenta correctamente, no identifica al cliente, no detecta necesidades, no ofrece productos de forma directa, no maneja objeciones y no cierra la venta. Se despide correctamente.","Presentación y saludo, Identificación del cliente, Detección de necesidades, Oferta de productos, Manejo de objeciones, Cierre de venta",Despedida cordial.,2026-03-16T00:12:21.769803
amza23_1_260309130426678_ACD_97353_mejorado.json,amza23,0,0,0,0,0,0,0,0,0,0,0.0,16 gigas,False,"16 gigas, 8 gigas","El agente no cumple con los criterios de evaluación. No se presenta correctamente, no identifica al cliente, no detecta necesidades, no gestiona el cierre y no ofrece productos adicionales. Se limita a enviar la información por WhatsApp.","Presentación y saludo, Identificación del cliente, Detección de necesidades, Cierre de venta, Oferta de productos adicionales",Despedida cordial,2026-03-16T00:12:27.803913
amza23_1_260309131627100_ACD_34175_mejorado.json,amza23,0,0,0,0,0,0,0,0,0,0,0.0,,False,,"El agente no cumple con los criterios de evaluación. No se presenta, no identifica al cliente, no detecta necesidades, no ofrece productos, no maneja objeciones ni intenta cerrar la venta. El cliente expresa desconfianza.","Presentación y Saludo, Identificación del Cliente, Detección de Necesidades, Oferta de Productos, Manejo de Objeciones, Cierre de Ventas, Proactividad, Empatía",,2026-03-16T00:12:33.521642
amza23_1_260309132429684_ACD_59431_mejorado.json,amza23,0,0,60,80,60,40,80,0,80,100,50.0,8 gigas,False,8 gigas,El agente necesita mejorar la presentación y el cierre. La detección de necesidades es regular. Ofrece el plan directamente y muestra empatía. No ofrece fibra.,"Presentación, Cierre, Detección de necesidades","Oferta directa del plan, Empatía",2026-03-16T00:12:40.056835
amza23_1_260309132922124_ACD_73953_mejorado.json,amza23,0,100,100,100,50,0,100,0,50,0,40.0,16 gigas,False,"16 gigas, 8 gigas","La llamada no logra concretar la venta. El agente no se presenta correctamente, y no cierra la venta. El manejo de objeciones es mejorable. Se identifica al cliente y pregunta sobre necesidades.","Presentación y cierre, Manejo de objeciones, Ofrecer fibra y/o otros productos","Identificación del cliente, Preguntas para detección de necesidades",2026-03-16T00:12:46.491649
amza23_1_260309133716988_ACD_97629_mejorado.json,amza23,0,0,0,0,0,0,0,0,0,0,0.0,8 gigas,False,8 gigas,"El agente no cumple con los criterios de evaluación. No se presenta correctamente, no verifica la identidad, no detecta necesidades, no maneja objeciones, ni cierra la venta.","Presentación y saludo, Identificación del cliente, Detección de necesidades, Manejo de objeciones, Cierre de venta",Despedida correcta,2026-03-16T00:12:52.417947
amza23_1_260309134729451_ACD_29447_mejorado.json,amza23,0,0,0,0,0,0,0,0,0,0,0.0,,False,,"El agente no cumple con los criterios de evaluación. No se presenta correctamente, no identifica al cliente, no detecta necesidades, no maneja objeciones y no cierra la venta.","Presentación, Identificación del cliente, Detección de necesidades, Manejo de objeciones, Cierre de ventas, Ofrecimiento de productos",,2026-03-16T00:12:58.636241
amza23_1_260309142045408_ACD_25591_mejorado.json,amza23,0,0,0,0,0,0,0,0,0,0,0.0,,False,,"El agente no cumple con los criterios de evaluación. No se presenta correctamente, no detecta necesidades, no ofrece productos, no maneja objeciones y no cierra la venta.","Presentación, Detección de necesidades, Oferta de productos, Manejo de objeciones, Cierre de venta",,2026-03-16T00:13:04.280711
amza23_1_260309142402399_ACD_34359_mejorado.json,amza23,0,100,0,0,0,0,100,0,0,0,20.0,,False,,"El agente no realizó una presentación adecuada, no detectó necesidades, no ofreció productos ni manejó objeciones. No hubo cierre.","Presentación y oferta de productos, Detección de necesidades, Manejo de objeciones, Cierre de la venta","Identificación del cliente, Despedida cordial",2026-03-16T00:13:09.749033
amza23_1_260309144413546_ACD_85365_mejorado.json,amza23,0,100,0,100,0,0,100,100,100,100,50.0,,True,,"El agente necesita mejorar la presentación, el manejo de objeciones y el cierre. Se identificó correctamente al cliente y ofreció productos.","Saludo y presentación, Manejo de objeciones, Cierre","Identificación del cliente, Oferta de productos, Proactividad, Despedida",2026-03-16T00:13:16.028710
amza23_1_260309144605039_ACD_91079_mejorado.json,amza23,0,0,0,0,0,0,0,0,0,0,0.0,10.000 prestos con un total de 12 gigas,False,10.000 prestos con un total de 12 gigas,"Llamada con múltiples errores. No se presenta correctamente, no identifica al cliente, no detecta necesidades, no maneja objeciones, no cierra la venta y no ofrece fibra.  El agente debe mejorar en todas las áreas evaluadas.","Presentación, Identificación del cliente, Detección de necesidades, Manejo de objeciones, Cierre de venta, Proactividad",,2026-03-16T00:13:22.702768
amza23_1_260309145323742_ACD_12735_mejorado.json,amza23,0,0,0,0,0,0,0,0,0,0,0.0,,False,,"Llamada muy deficiente. No se presenta correctamente, no identifica al cliente, no detecta necesidades, no ofrece productos ni intenta cerrar la venta. No se observa ningún punto positivo.","Presentación y Saludo, Identificación del Cliente, Detección de Necesidades, Oferta de Productos, Cierre de Ventas",,2026-03-16T00:13:27.862118
amza23_1_260309145931027_ACD_28193_mejorado.json,amza23,0,0,0,0,0,0,0,0,0,0,0.0,plan más económico está en un costo de 10.000 pesos,False,plan más económico está en un costo de 10.000 pesos,"El agente no cumple con los criterios de evaluación. No se presenta correctamente, no identifica al cliente, no detecta necesidades, no maneja objeciones y no cierra la venta. No se ofrece fibra. La despedida es correcta.","Presentación y saludo inicial, Identificación del cliente, Detección de necesidades, Manejo de objeciones, Cierre de venta, Ofrecer fibra y productos adicionales",Despedida cordial.,2026-03-16T00:13:34.441899
amza23_1_260309180721827_ACD_83647_mejorado.json,amza23,0,100,0,0,0,0,100,0,0,0,20.0,,False,,"El agente no cumple con los criterios obligatorios. No se presenta correctamente, no detecta necesidades, no ofrece productos y no cierra la venta.","Presentación, Detección de necesidades, Oferta de productos, Cierre de ventas","Verificación de identidad, Despedida cordial",2026-03-16T00:13:40.255679
amza23_1_260309181313001_ACD_92895_mejorado.json,amza23,0,100,0,0,0,0,0,0,50,0,15.0,,False,,"El agente no cumple con los criterios de evaluación. No se presenta correctamente, no detecta necesidades, no ofrece productos, no maneja objeciones y no cierra la venta. Muestra algo de empatía con el cliente.","Presentación, Detección de necesidades, Oferta de productos, Manejo de objeciones, Cierre de ventas",Identificación del cliente,2026-03-16T00:13:46.433625
amza23_1_260309182231616_ACD_07099_mejorado.json,amza23,0,100,30,80,50,70,100,80,60,0,57.0,,True,,"El agente se presenta y verifica la identidad, pero la detección de necesidades es limitada y no ofrece planes móviles. Ofrece fibra y combos de TV, mostrando proactividad. El manejo de objeciones es mejorable. El cierre se intenta pero queda pendiente. La despedida es correcta.","Detección de necesidades (profundizar), Manejo de objeciones (ofrecer alternativas), Ofrecer planes móviles","Identificación del cliente, Oferta de productos (fibra y combos), Proactividad, Cierre (intento)",2026-03-16T00:13:54.588697
amza23_1_260309190624644_ACD_63865_mejorado.json,amza23,0,0,0,0,0,0,10,0,50,0,6.0,30 gigas,False,"30 gigas, 15 gigas","El agente no cumple con los criterios de evaluación. No se presenta correctamente, no identifica al cliente, no detecta necesidades, no ofrece productos de forma adecuada, no maneja objeciones y no intenta cerrar la venta. Muestra algo de empatía y se despide de forma cordial.","Presentación y verificación de identidad, Detección de necesidades, Oferta de productos, Manejo de objeciones, Cierre de venta","Muestra empatía en la conversación., Se despide cordialmente.",2026-03-16T00:14:01.345717
amza23_1_260309191403651_ACD_75349_mejorado.json,amza23,0,0,0,0,0,0,0,0,10,0,1.0,,False,,"El agente no cumple con los criterios de evaluación. No se presenta correctamente, no identifica al cliente, no detecta necesidades, no ofrece productos, no maneja objeciones y no cierra la venta. Muestra algo de empatía.","Presentación, Identificación del cliente, Detección de necesidades, Oferta de productos, Manejo de objeciones, Cierre de venta, Proactividad",Empatía al pedir disculpas.,2026-03-16T00:14:07.413725
amza23_1_260309192237404_ACD_87303_mejorado.json,amza23,100,100,0,100,100,0,100,100,100,100,70.0,,True,,"El agente se presenta correctamente, ofrece fibra directamente y maneja las objeciones. Sin embargo, no logra completar el cierre de la venta y no detecta necesidades.","Cierre de la venta, Detectar las necesidades del cliente","Presentación y saludo., Manejo de objeciones., Ofrecimiento de fibra.",2026-03-16T00:14:13.427378
amza23_1_260310102421812_ACD_01543_mejorado.json,amza23,0,50,0,0,0,0,100,0,0,0,15.0,,False,,"El agente no cumple con los criterios de evaluación. No se presenta correctamente, no detecta necesidades, no ofrece productos, no cierra la venta y no muestra empatía. El saludo y la despedida son correctos.","Presentación, Detección de necesidades, Oferta de productos, Cierre de venta",Despedida,2026-03-16T00:14:19.616125
